>FJ424854.11.1821_U,k:Eukaryota,d:Amoebozoa,p:Evosea-Eumycetozoa,c:Eumycetozoa_X,o:Dictyosteliida,f:Dictyosteliida-Group-IV,g:Dictyostelium-Group-IV,s:Dictyostelium-Group-IV_purpureum
>FJ896224.1.1675_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Eustigmatophyceae,o:Eustigmatophyceae_X,f:Eustigmatophyceae_XX,g:Nannochloropsis,s:Nannochloropsis_sp.
>JX185299.1.1748_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Eustigmatophyceae,o:Eustigmatophyceae_X,f:Eustigmatophyceae_XX,g:Nannochloropsis,s:Nannochloropsis_salina
>U41052.1.1798_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Eustigmatophyceae,o:Eustigmatophyceae_X,f:Eustigmatophyceae_XX,g:Pseudocharaciopsis,s:Pseudocharaciopsis_minuta
>AF271997.1.1793_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Filasterea,c:Filasterea_X,o:Ministerida,f:Ministeridae,g:Ministeria,s:Ministeria_vibrans
>ACFS01000464.52662.54459_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Filasterea,c:Filasterea_X,o:Capsasporida,f:Capsasporidae,g:Capsaspora,s:Capsaspora_owczarzaki
>ACFS01000464.73319.75121_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Filasterea,c:Filasterea_X,o:Capsasporida,f:Capsasporidae,g:Capsaspora,s:Capsaspora_owczarzaki
>EF405670.1.1139_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Granofilosea,o:Massiterida,f:Massiteriidae,g:Massisteria,s:Massisteria_sp.
>AY305010.1.2094_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Granofilosea,o:Desmothoracida,f:Clathrulinidae,g:Hedriocystis,s:Hedriocystis_reticulata
>FN598271.1.1159_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Granofilosea,o:Massiterida,f:Massiteriidae,g:Massisteria,s:Massisteria_sp.
>JQ226494.1.1607_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Imbricatea,o:Filosa-Imbricatea_X,f:Novel-clade-2,g:Novel-clade-2_X,s:Novel-clade-2_X_sp.
>HQ868452.1.878_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Imbricatea,o:Marimonadida,f:Marimonadida_X,g:Marimonadida_XX,s:Marimonadida_XX_sp.
>GU821117.1.1234_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Imbricatea,o:Marimonadida,f:Marimonadida_X,g:Marimonadida_XX,s:Marimonadida_XX_sp.
>AY620253.1.1200_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Metromonadea,o:Metopiida,f:Metopiidae,g:Metopion,s:Metopion_fluens
>AF411285.1.1251_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Metromonadea,o:Metopiida,f:Metopiidae,g:Metopion,s:Metopion_fluens
>AY620254.1.1818_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Metromonadea,o:Metromonadida,f:Metromonadidae,g:Metromonas,s:Metromonas_simplex
>JN207873.1.860_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Sandonidae_X,s:Sandonidae_X_sp.
>AF411270.1.1803_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Cercomonadida,f:Paracercomonadidae,g:Paracercomonas,s:Paracercomonas_marina
>AY689764.1.970_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Glissomonadida_X,g:Glissomonadida_XX,s:Glissomonadida_XX_sp.
>FN690438.1.1700_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Thecofilosea,o:Cryomonadida,f:Cryothecomonas-lineage,g:Cryothecomonas,s:Cryothecomonas_aestivalis
>DQ781333.1.1147_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Thecofilosea,o:Cryomonadida,f:Cryomonadida_X,g:Cryomonadida_XX,s:Cryomonadida_XX_sp.
>EU545725.1.985_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Thecofilosea,o:Cryomonadida,f:Protaspa-lineage,g:Protaspa-lineage_X,s:Protaspa-lineage_X_sp.
>JN202440.1.2140_U,k:Eukaryota,d:Amoebozoa,p:Discosea-Discosea_X,c:Flabellinia,o:Dactylopodida,f:Paramoebidae,g:Paramoeba,s:Paramoeba_eilhardi
>HQ687484.1.2131_U,k:Eukaryota,d:Amoebozoa,p:Discosea-Discosea_X,c:Flabellinia,o:Dactylopodida,f:Vexilliferidae,g:Vexillifera,s:Vexillifera_bacillipedes
>GQ265403.1.834_U,k:Eukaryota,d:Amoebozoa,p:Discosea-Discosea_X,c:Flabellinia,o:Vannellida,f:Vannellidae,g:Vannella,s:Vannella_simplex
>GU223777.1.1164_U,k:Eukaryota,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Florideophyceae,o:Ceramiales,f:Rhodomelaceae,g:Chondria,s:Chondria_sp.
>GU223780.1.1165_U,k:Eukaryota,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Florideophyceae,o:Ceramiales,f:Rhodomelaceae,g:Chondrophycus,s:Chondrophycus_undulatus
>GQ917413.1.1780_U,k:Eukaryota,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Florideophyceae,o:Corallinales,f:Corallinales_X,g:Corallinales_XX,s:Corallinales_XX_sp.
>FJ816018.1.1805_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Rotosphaerida,c:Fonticulea,o:Fonticulida,f:Fonticulidae,g:Fonticula,s:Fonticula_alba
>EU213224.1.1007_U,k:Eukaryota,d:TSAR,p:Rhizaria-Foraminifera,c:Foraminifera_X,o:Foraminifera_XX,f:Foraminifera_XXX,g:Foraminifera_XXXX,s:Foraminifera_XXXX_sp.
>EU213243.1.908_U,k:Eukaryota,d:TSAR,p:Rhizaria-Foraminifera,c:Foraminifera_X,o:Foraminifera_XX,f:Foraminifera_XXX,g:Allogromida,s:Allogromida_sp.
>AY452799.1.1031_U,k:Eukaryota,d:TSAR,p:Rhizaria-Foraminifera,c:Foraminifera_X,o:Foraminifera_XX,f:Foraminifera_XXX,g:Foraminifera_XXXX,s:Foraminifera_XXXX_sp.
>AM492688.1.866_U,k:Eukaryota,d:Excavata,p:Metamonada-Fornicata,c:Fornicata_X,o:Diplomonadida,f:Hexamitidae,g:Spironucleus,s:Spironucleus_barkhanus
>HQ179633.1.1431_U,k:Eukaryota,d:Excavata,p:Metamonada-Fornicata,c:Fornicata_X,o:Diplomonadida,f:Hexamitidae,g:Giardia,s:Giardia_intestinalis
>DQ157272.1.1447_U,k:Eukaryota,d:Excavata,p:Metamonada-Fornicata,c:Fornicata_X,o:Diplomonadida,f:Hexamitidae,g:Giardia,s:Giardia_intestinalis
>EF447249.1.1033_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Fungi_X,o:Fungi_XX,f:Fungi_XXX,g:Fungi_XXXX,s:Fungi_XXXX_sp.
>AJ938003.1.1031_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Fungi_X,o:Fungi_XX,f:Fungi_XXX,g:Fungi_XXXX,s:Fungi_XXXX_sp.
>FN557497.1.831_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Fungi_X,o:Fungi_XX,f:Fungi_XXX,g:Fungi_XXXX,s:Fungi_XXXX_sp.
>AY963688.1.1773_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Gastrotricha,o:Gastrotricha_X,f:Gastrotricha_XX,g:Tetranchyroderma,s:Tetranchyroderma_sp.
>AY228132.1.1146_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Gastrotricha,o:Gastrotricha_X,f:Gastrotricha_XX,g:Mesodasys,s:Mesodasys_laticaudatus
>AY963690.1.1760_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Gastrotricha,o:Gastrotricha_X,f:Gastrotricha_XX,g:Mesodasys,s:Mesodasys_sp.
>FR865776.2.1778_U,k:Eukaryota,d:Archaeplastida,p:Glaucophyta-Glaucophyta_X,c:Glaucocystophyceae,o:Glaucocystophytes,f:Cyanophoraceae,g:Cyanophora,s:Cyanophora_paradoxa
>X68483.12.1770_U,k:Eukaryota,d:Archaeplastida,p:Glaucophyta-Glaucophyta_X,c:Glaucocystophyceae,o:Glaucocystophytes,f:Cyanophoraceae,g:Cyanophora,s:Cyanophora_paradoxa
>X81901.1.1801_U,k:Eukaryota,d:Archaeplastida,p:Glaucophyta-Glaucophyta_X,c:Glaucocystophyceae,o:Glaucocystophytes,f:Glaucocystophytes_X,g:Gloeochaete,s:Gloeochaete_wittrockiana
>Z83972.1.1053_U,k:Eukaryota,d:TSAR,p:Rhizaria-Foraminifera,c:Globothalamea,o:Rotaliida,f:Globorotaliidae,g:Neogloboquadrina,s:Neogloboquadrina_dutertrei
>AB636753.1.1071_U,k:Eukaryota,d:TSAR,p:Rhizaria-Foraminifera,c:Globothalamea,o:Rotaliida,f:Globorotaliidae,g:Pulleniatina,s:Pulleniatina_obliquiloculata
>AB636787.1.1079_U,k:Eukaryota,d:TSAR,p:Rhizaria-Foraminifera,c:Globothalamea,o:Rotaliida,f:Globorotaliidae,g:Pulleniatina,s:Pulleniatina_obliquiloculata
>AF119083.1.1734_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Gnathostomulida,o:Gnathostomulida_X,f:Gnathostomulida_XX,g:Gnathostomula,s:Gnathostomula_sp.
>DQ079924.1.1695_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Gnathostomulida,o:Gnathostomulida_X,f:Gnathostomulida_XX,g:Gnathostomula,s:Gnathostomula_axi
>AY218112.1.1717_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Gnathostomulida,o:Gnathostomulida_X,f:Gnathostomulida_XX,g:Gnathostomula,s:Gnathostomula_armata
>AAZY02000003.459153.460905_U,k:Eukaryota,d:TSAR,p:Alveolata-Apicomplexa,c:Gregarinomorphea,o:Cryptogregarinorida,f:Cryptosporidiidae,g:Cryptosporidium13,s:Cryptosporidium13_muris
>EU814411.1.826_U,k:Eukaryota,d:TSAR,p:Alveolata-Apicomplexa,c:Gregarinomorphea,o:Cryptogregarinorida,f:Cryptosporidiidae,g:Cryptosporidium10,s:Cryptosporidium10_baileyi
>JF264865.1.1683_U,k:Eukaryota,d:TSAR,p:Alveolata-Apicomplexa,c:Gregarinomorphea,o:Eugregarinorida,f:Lecudinidae,g:Lecudina,s:Lecudina_tuzetae
>HQ870283.1.847_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Gyrista_X,o:Gyrista_XX,f:MAST-1,g:MAST-1B,s:MAST-1B_sp.
>JQ956105.1.964_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Gyrista_X,o:Gyrista_XX,f:MAST-1,g:MAST-1A,s:MAST-1A_sp.
>JQ782004.1.1784_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Gyrista_X,o:Gyrista_XX,f:MAST-1,g:MAST-1C,s:MAST-1C_sp.
>AY821960.1.1807_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_Clade_HAP1,o:Haptophyta_Clade_HAP1_X,f:Haptophyta_Clade_HAP1_XX,g:Haptophyta_Clade_HAP1_XXX,s:Haptophyta_Clade_HAP1_XXX_sp.
>AY821959.1.1853_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_Clade_HAP1,o:Haptophyta_Clade_HAP1_X,f:Haptophyta_Clade_HAP1_XX,g:Haptophyta_Clade_HAP1_XXX,s:Haptophyta_Clade_HAP1_XXX_sp.
>FJ537507.1.865_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_Clade_HAP2,o:Haptophyta_Clade_HAP2_X,f:Haptophyta_Clade_HAP2_XX,g:Haptophyta_Clade_HAP2_XXX,s:Haptophyta_Clade_HAP2_XXX_sp.
>HM581529.1.1199_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_Clade_HAP2,o:Haptophyta_Clade_HAP2_X,f:Haptophyta_Clade_HAP2_XX,g:Haptophyta_Clade_HAP2_XXX,s:Haptophyta_Clade_HAP2_XXX_sp.
>GU824821.1.1203_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_Clade_HAP2,o:Haptophyta_Clade_HAP2_X,f:Haptophyta_Clade_HAP2_XX,g:Haptophyta_Clade_HAP2_XXX,s:Haptophyta_Clade_HAP2_XXX_sp.
>HQ869009.1.866_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_Clade_HAP3,o:Haptophyta_Clade_HAP3_X,f:Haptophyta_Clade_HAP3_XX,g:Haptophyta_Clade_HAP3_XXX,s:Haptophyta_Clade_HAP3_XXX_sp.
>HQ869063.1.868_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_Clade_HAP3,o:Haptophyta_Clade_HAP3_X,f:Haptophyta_Clade_HAP3_XX,g:Haptophyta_Clade_HAP3_XXX,s:Haptophyta_Clade_HAP3_XXX_sp.
>HQ868955.1.874_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_Clade_HAP3,o:Haptophyta_Clade_HAP3_X,f:Haptophyta_Clade_HAP3_XX,g:Haptophyta_Clade_HAP3_XXX,s:Haptophyta_Clade_HAP3_XXX_sp.
>EU500064.1.812_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_Clade_HAP4,o:Haptophyta_Clade_HAP4_X,f:Haptophyta_Clade_HAP4_XX,g:Haptophyta_Clade_HAP4_XXX,s:Haptophyta_Clade_HAP4_XXX_sp.
>HQ869677.1.907_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_Clade_HAP4,o:Haptophyta_Clade_HAP4_X,f:Haptophyta_Clade_HAP4_XX,g:Haptophyta_Clade_HAP4_XXX,s:Haptophyta_Clade_HAP4_XXX_sp.
>EU682597.1.966_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_Clade_HAP4,o:Haptophyta_Clade_HAP4_X,f:Haptophyta_Clade_HAP4_XX,g:Haptophyta_Clade_HAP4_XXX,s:Haptophyta_Clade_HAP4_XXX_sp.
>HM581532.1.1129_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_Clade_HAP5,o:Haptophyta_Clade_HAP5_X,f:Haptophyta_Clade_HAP5_XX,g:Haptophyta_Clade_HAP5_XXX,s:Haptophyta_Clade_HAP5_XXX_sp.
>KF129994.1.1776_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_Clade_HAP5,o:Haptophyta_Clade_HAP5_X,f:Haptophyta_Clade_HAP5_XX,g:Haptophyta_Clade_HAP5_XXX,s:Haptophyta_Clade_HAP5_XXX_sp.
>JX188371.1.1777_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_XX,o:Haptophyta_XXX,f:Haptophyta_XXXX,g:Haptophyta_XXXXX,s:Haptophyta_XXXXX_sp.
>KJ757541.1.1803_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_XX,o:Haptophyta_XXX,f:Haptophyta_XXXX,g:Haptophyta_XXXXX,s:Haptophyta_XXXXX_sp.
>KJ757232.1.1818_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Haptophyta_XX,o:Haptophyta_XXX,f:Haptophyta_XXXX,g:Haptophyta_XXXXX,s:Haptophyta_XXXXX_sp.
>JN886763.1.1733_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Hemichordata,o:Hemichordata_X,f:Hemichordata_XX,g:Enteropneusta,s:Enteropneusta_sp.
>EU728439.1.1694_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Hemichordata,o:Hemichordata_X,f:Hemichordata_XX,g:Cephalodiscus,s:Cephalodiscus_densus
>JN886773.1.1730_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Hemichordata,o:Hemichordata_X,f:Hemichordata_XX,g:Glandiceps,s:Glandiceps_hacksi
>MF682187.1.1907_U,k:Eukaryota,d:Eukaryota_X,p:Hemimastigophora-Hemimastigophora_X,c:Hemimastigophora_XX,o:Hemimastigophora_XXX,f:Spironemidae,g:Hemimastix,s:Hemimastix_sp.
>MF682191.1.1117_U,k:Eukaryota,d:Eukaryota_X,p:Hemimastigophora-Hemimastigophora_X,c:Hemimastigophora_XX,o:Hemimastigophora_XXX,f:Spironemidae,g:Hemimastix,s:Hemimastix_kukwesjijk
>JN606335.1.1856_U,k:Eukaryota,d:Excavata,p:Discoba-Discoba_X,c:Heterolobosea,o:Tetramitia_VI,f:Psalteriomonadidae,g:Harpagon,s:Harpagon_descissus
>DQ423741.1.934_U,k:Eukaryota,d:Excavata,p:Discoba-Discoba_X,c:Heterolobosea,o:Tetramitia_VI,f:Tetramitia_VI_X,g:Tetramitia_VI_3,s:Tetramitia_VI_3_sp.
>FN668558.1.2905_UC,k:Eukaryota,d:Excavata,p:Discoba-Discoba_X,c:Heterolobosea,o:Tetramitia_VI,f:Tetramitia_VI_X,g:Oramoeba,s:Oramoeba_fumarolia
>AB505532.1.1601_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Heterotrichea,o:Heterotrichea_X,f:Spirostomidae,g:Anigsteinia,s:Anigsteinia_sp.
>AJ537427.1.1688_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Heterotrichea,o:Heterotrichea_X,f:Peritromidae,g:Peritromus,s:Peritromus_kahli
>FN659815.1.1670_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Heterotrichea,o:Heterotrichea_X,f:Stentoridae,g:Stentor,s:Stentor_coeruleus
>EU162648.1.1797_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Hyphochytriomyceta,o:Hyphochytriales,f:Hyphochytrydiales_X,g:Hyphochytrydiales_XX,s:Hyphochytrydiales_XX_sp.
>AB622284.1.1663_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Hyphochytriomyceta,o:Hyphochytriales,f:Hyphochytrydiales_X,g:Hyphochytrydiales_XX,s:Hyphochytrydiales_XX_sp.
>JN832741.1.1033_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Hyphochytriomyceta,o:Hyphochytriales,f:Hyphochrytriaceae,g:Hyphochytrium,s:Hyphochytrium_sp.
>JX565073.1.1478_U,k:Eukaryota,d:Excavata,p:Metamonada-Parabasalia,c:Hypotrichomonadea,o:Hypotrichomonadida,f:Hypotrichomonadidae,g:Trichomitus,s:Trichomitus_batrachorum
>HQ149967.1.1497_U,k:Eukaryota,d:Excavata,p:Metamonada-Parabasalia,c:Hypotrichomonadea,o:Hypotrichomonadida,f:Hypotrichomonadidae,g:Trichomitus,s:Trichomitus_sp.
>AF076958.1.1502_U,k:Eukaryota,d:Excavata,p:Metamonada-Parabasalia,c:Hypotrichomonadea,o:Hypotrichomonadida,f:Hypotrichomonadidae,g:Trichomitus,s:Trichomitus_batrachorum
>AB191435.1.1688_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Ichthyosporea,c:Ichthyophonida,o:Abeoformidae,f:Abeoformidae_Group_MAIP_2,g:Abeoformidae_Group_MAIP_2_X,s:Abeoformidae_Group_MAIP_2_X_sp.
>GU123062.1.1521_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Ichthyosporea,c:Ichthyophonida,o:Abeoformidae,f:Abeoformidae_Group_MAIP_1,g:Caullerya,s:Caullerya_mesnili
>AY336700.1.1722_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Ichthyosporea,c:Ichthyophonida,o:Ichthyophonidae,f:Eccrinales,g:Eccrinidus,s:Eccrinidus_flexilis
>FN598449.1.1002_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Karyorelictea,o:Karyorelictea_X,f:Trachelocercidae,g:Trachelocercidae_X,s:Trachelocercidae_X_sp.
>JX204736.1.1524_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Karyorelictea,o:Karyorelictea_X,f:Wilbertomorphidae,g:Wilbertomorpha,s:Wilbertomorpha_colpoda
>AJ971529.1.1605_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Karyorelictea,o:Karyorelictea_X,f:Trachelocercidae,g:Prototrachelocerca,s:Prototrachelocerca_sp.
>AB772635.1.1710_U,k:Eukaryota,d:Cryptista,p:Kathablepharidacea-Kathablepharida,c:Kathablepharidea,o:Kathablepharidida,f:Kathablepharidida_X,g:Hatena,s:Hatena_arenicola
>AB772640.1.1710_U,k:Eukaryota,d:Cryptista,p:Kathablepharidacea-Kathablepharida,c:Kathablepharidea,o:Kathablepharidida,f:Kathablepharidida_X,g:Hatena,s:Hatena_arenicola
>AB772649.1.1710_U,k:Eukaryota,d:Cryptista,p:Kathablepharidacea-Kathablepharida,c:Kathablepharidea,o:Kathablepharidida,f:Kathablepharidida_X,g:Hatena,s:Hatena_arenicola
>AY425018.1.2062_U,k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa,c:Kinetoplastea,o:Parabodonida,f:Parabodonidae,g:Procryptobia,s:Procryptobia_sorokini
>KF192979.1.2213_U,k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa,c:Kinetoplastea,o:Trypanosomatida,f:Trypanosomatidae,g:Trypanosoma,s:Trypanosoma_livingstonei
>EF071572.1.860_U,k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa,c:Kinetoplastea,o:Trypanosomatida,f:Trypanosomatidae,g:Trypanosoma,s:Trypanosoma_rangeli
>AB738356.1.1776_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Kinorhyncha,o:Kinorhyncha_X,f:Kinorhyncha_XX,g:Echinoderes,s:Echinoderes_sp.
>AY859598.1.1768_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Kinorhyncha,o:Kinorhyncha_X,f:Kinorhyncha_XX,g:Pycnophyes,s:Pycnophyes_sp.
>AB738378.1.1765_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Kinorhyncha,o:Kinorhyncha_X,f:Kinorhyncha_XX,g:Unclassified_Kinorhyncha,s:Kinorhyncha_sp.
>KC149965.1.1782_U,k:Eukaryota,d:Archaeplastida,p:Streptophyta-Streptophyta_X,c:Klebsormidiophyceae,o:Klebsormidiophyceae_X,f:Klebsormidiophyceae_XX,g:Klebsormidium,s:Klebsormidium_sp.
>FJ592504.1.1091_U,k:Eukaryota,d:Archaeplastida,p:Streptophyta-Streptophyta_X,c:Klebsormidiophyceae,o:Klebsormidiophyceae_X,f:Klebsormidiophyceae_XX,g:Klebsormidium,s:Klebsormidium_sp.
>EF372517.1.2170_R,k:Eukaryota,d:Archaeplastida,p:Streptophyta-Streptophyta_X,c:Klebsormidiophyceae,o:Klebsormidiophyceae_X,f:Klebsormidiophyceae_XX,g:Klebsormidium,s:Klebsormidium_subtilissimum
>EU163792.1.1363_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Litostomatea,o:Trichostomatia,f:Trichostomatia_X,g:Trichostomatia_XX,s:Trichostomatia_XX_sp.
>AB564642.1.1457_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Litostomatea,o:Trichostomatia,f:Entodiniomorphida_3,g:Spirodinium,s:Spirodinium_equi
>HM561006.1.919_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Litostomatea,o:Haptoria_6,f:Lacrymariidae,g:Lacrymariidae_X,s:Lacrymariidae_X_sp.
>FN562428.1.1177_U,k:Eukaryota,d:Amoebozoa,p:Amoebozoa_X-Amoebozoa_XX,c:Lobosa-G1,o:Lobosa-G1_X,f:Lobosa-G1_XX,g:Lobosa-G1_XXX,s:Lobosa-G1_XXX_sp.
>FN562424.1.1024_U,k:Eukaryota,d:Amoebozoa,p:Amoebozoa_X-Amoebozoa_XX,c:Lobosa-G1,o:Lobosa-G1_X,f:Lobosa-G1_XX,g:Lobosa-G1_XXX,s:Lobosa-G1_XXX_sp.
>FN562427.1.1210_U,k:Eukaryota,d:Amoebozoa,p:Amoebozoa_X-Amoebozoa_XX,c:Lobosa-G1,o:Lobosa-G1_X,f:Lobosa-G1_XX,g:Lobosa-G1_XXX,s:Lobosa-G1_XXX_sp.
>AY746986.1.1855_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Loricifera,o:Loricifera_X,f:Loricifera_XX,g:Pliciloricus,s:Pliciloricus_sp.
>FR874475.1.1775_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Mamiellophyceae,o:Mamiellales,f:Bathycoccaceae,g:Bathycoccus,s:Bathycoccus_prasinos
>AF525872.1.1766_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Mamiellophyceae,o:Mamiellales,f:Bathycoccaceae,g:Ostreococcus,s:Ostreococcus_lucimarinus
>FR874285.1.1777_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Mamiellophyceae,o:Mamiellales,f:Mamiellaceae,g:Micromonas,s:Micromonas_commoda_A2
>GU001154.1.1778_U,k:Eukaryota,d:CRuMs,p:Mantamonadidea-Mantamonadidea_X,c:Mantamonadida,o:Mantamonadida_X,f:Mantamonadida_XX,g:Mantamonas,s:Mantamonas_plastica
>GU001156.1.1684_U,k:Eukaryota,d:CRuMs,p:Mantamonadidea-Mantamonadidea_X,c:Mantamonadida,o:Mantamonadida_X,f:Mantamonadida_XX,g:Apusozoa,s:Apusozoa_sp.
>HQ166719.1.1035_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Mediophyceae,o:Chaetocerotales,f:Chaetocerotaceae,g:Chaetoceros,s:Chaetoceros_calcitrans
>JF730753.1.1707_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Mediophyceae,o:Mediophyceae_X,f:Mediophyceae_XX,g:Mediophyceae_XXX,s:Mediophyceae_XXX_sp.
>EF432533.1.1163_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Mediophyceae,o:Chaetocerotales,f:Chaetocerotaceae,g:Chaetoceros,s:Chaetoceros_neogracilis
>AF408245.1.1652_U,k:Eukaryota,d:Archaeplastida,p:Streptophyta-Streptophyta_X,c:Mesostigmatophyceae,o:Mesostigmatophyceae_X,f:Mesostigmatophyceae_XX,g:Mesostigma,s:Mesostigma_viride
>HO367272.550.2342_U,k:Eukaryota,d:Archaeplastida,p:Streptophyta-Streptophyta_X,c:Mesostigmatophyceae,o:Mesostigmatophyceae_X,f:Mesostigmatophyceae_XX,g:Chaetosphaeridium,s:Chaetosphaeridium_globosum
